date,day,datetime,title,stage,location,event_type,track,speakers,description,description_zh,url
2026-11-18,"Wed, 18 Nov","Wed, 18 Nov | 9:15 AM - 9:30 AM",Welcome to Singapore FinTech Festival 2026,Festival Stage,"Hall 1, Singapore Expo",Premium,Others,,Watch this space for more information.,更多資訊敬請期待。,https://www.fintechfestival.sg/agenda?session=AGND441-welcome-to-singapore-fintech-festival-2026
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 12:00 PM - 12:30 PM",The Race to Real-Time: C-suite Dialogue on Instant Payments,Festival Stage,"Hall 1, Singapore Expo",Premium,Policy Rewiring,,"Payments infrastructure is being rewired in parallel, with no single rail yet winning the race to become the default. Several real-time payment protocols are live across markets, and none has pulled decisively ahead, leaving institutions to build strategy without knowing which will win. This CEO dialogue works through what it takes to make instant payments interoperable across borders, from messaging standards to settlement, without betting on a single winner. The key question it looks to answer: do institutions bet on one rail, or build for a permanently fragmented world?",支付基礎建設正在同步重新佈線，而目前還沒有任何一條軌道贏得「成為預設」的競賽。多套即時支付協定已在各市場上線，沒有一個決定性地領先，機構因此得在不知道誰會勝出的情況下擬定策略。這場執行長對談梳理要讓即時支付跨境互通需要什麼——從訊息標準到結算——同時不押注在單一贏家身上。它想回答的關鍵問題是：機構該押注單一軌道，還是為一個永久分裂的世界做準備？,https://www.fintechfestival.sg/agenda?session=AGND350-the-race-to-real-time-c-suite-dialogue-on-instant-payments
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 12:25 PM - 12:30 PM",Welcome to Impact Stage - Day 3,Impact Stage,"Hall 3, Singapore Expo",Open,Others,,Watch this space for more information.,更多資訊敬請期待。,https://www.fintechfestival.sg/agenda?session=AGND451-welcome-to-impact-stage-day-3
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 12:25 PM - 12:30 PM",Welcome to FutureMatters Stage - Day 3,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Others,,Watch this space for more information.,更多資訊敬請期待。,https://www.fintechfestival.sg/agenda?session=AGND454-welcome-to-futurematters-stage-day-3
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 12:25 PM - 12:30 PM",Welcome to Catalyst Stage - Day 3,Catalyst Stage,"Hall 3, Singapore Expo",Open,Others,,Watch this space for more information.,更多資訊敬請期待。,https://www.fintechfestival.sg/agenda?session=AGND448-welcome-to-catalyst-stage-day-3
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 12:30 PM - 1:00 PM","Capital Has Repriced, Rerouted and Is Re-Clustering Around a New Generation of Opportunities",FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Capital Rewiring,,"Capital rewiring means the same money is going to fewer places. Easy, low-cost capital is ending, replaced by concentration around AI, energy transition, and a narrower set of high-growth markets. This primer sets out where capital is flowing and why, ahead of the sessions on entrepreneurship and talent that follow. The key question it sets up: what does everyone competing for what remains, need to prove?",資本重塑意味著同樣一筆錢流向更少的地方。廉價而寬鬆的資本時代正在結束，取而代之的是向 AI、能源轉型與範圍更窄的一批高成長市場集中。這場導論說明資本正流向哪裡、為什麼流向那裡，為後續關於創業與人才的場次鋪路。它所鋪陳的關鍵問題是：當所有人都在爭搶剩下的資本時，你必須證明什麼？,https://www.fintechfestival.sg/agenda?session=AGND424-capital-has-repriced-rerouted-and-is-re-clustering-around-a-new-generation-of-opportunities
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 12:30 PM - 12:45 PM",Digitising Islamic Finance,Impact Stage,"Hall 3, Singapore Expo",Open,Technological Rewiring,,"Islamic finance sits at an inflection point, new technology offers a chance to rethink transparency, compliance, and cross-border participation, not just digitise what already exists. This discussion frames what a digital-first Islamic financial ecosystem could look like, previewing where tokenisation and Shariah-compliant infrastructure fit in. The key question it looks to answer: what would that ecosystem look like, and where does it get built first?",伊斯蘭金融正處於轉折點——新技術帶來的機會，是重新思考透明度、法遵與跨境參與，而不只是把既有的東西數位化。本場討論勾勒一個「數位優先」的伊斯蘭金融生態系可能長什麼樣子，並預告代幣化與符合伊斯蘭教法（Shariah）的基礎建設在其中的位置。它想回答的關鍵問題是：這樣的生態系會是什麼樣貌？又會先在哪裡被建立起來？,https://www.fintechfestival.sg/agenda?session=AGND396-digitising-islamic-finance
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 12:30 PM - 1:00 PM",The Talent Race: Framing the Capacity Gap,Catalyst Stage,"Hall 3, Singapore Expo",Open,Talent Rewiring,,"Talent is the rewiring nobody can shortcut, capital and technology move fast, but skilled people don't scale at the same speed. In most emerging markets, the binding constraint on innovation is turning out to be skilled talent rather than capital or technology. This discussion lays out the shape of that gap, where it's worst, who's trying to close it, and why reskilling incumbents alone won't be enough. The key question it looks to answer: can any single institution close the gap alone, or does it demand a collective effort fast enough to keep pace?",人才是唯一無法抄捷徑的重塑——資本與技術跑得很快，但有技能的人無法以同樣速度擴增。在多數新興市場，創新真正的瓶頸原來是熟練人才，而不是資本或技術。本場討論勾勒這道缺口的樣貌：哪裡最嚴重、誰正試著補上，以及為什麼單靠替既有員工再培訓並不足夠。它想回答的關鍵問題是：有任何單一機構能獨力補上這道缺口嗎？還是這需要一場快到足以跟上節奏的集體行動？,https://www.fintechfestival.sg/agenda?session=AGND369-the-talent-race-framing-the-capacity-gap
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 12:45 PM - 1:15 PM","Islamic Finance Goes Digital: Tokenization, Transparency and Shariah Principles",Impact Stage,"Hall 3, Singapore Expo",Open,Technological Rewiring,,"Shariah compliance has traditionally depended on case-by-case scholarly interpretation, making consistency across institutions and borders hard to achieve. This discussion looks at where tokenisation and digital verification tools can make that process more transparent and auditable, without automating away the underlying principles. The key question it looks to answer: can technology make Shariah compliance more transparent and less a matter of interpretation?",伊斯蘭教法（Shariah）的合規，傳統上仰賴逐案的學者詮釋，因此難以在不同機構與國界之間取得一致。本場討論探討代幣化與數位驗證工具能在哪些環節讓這個過程更透明、更可稽核，同時不把背後的原則自動化掉。它想回答的關鍵問題是：技術能不能讓 Shariah 合規更透明，而少一點詮釋成分？,https://www.fintechfestival.sg/agenda?session=AGND397-islamic-finance-goes-digital-tokenization-transparency-and-shariah-principles
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 1:00 PM - 1:30 PM",The Emerging-Market Talent Gap: A Bigger Constraint Than Capital or Regulation?,Catalyst Stage,"Hall 3, Singapore Expo",Open,Talent Rewiring,,"Talent rewiring cuts against the usual story, capital and regulation get the headlines, but people may be the real ceiling. Capital and regulatory clarity tend to dominate the conversation about what's holding emerging markets back, but the workforce required to build on either is just as hard to find. This discussion tests that trade-off directly, weighing where scarce skills, not funding or rulebooks, are the real limit on how fast innovation moves. The key question it looks to answer: is the talent gap a bigger constraint on innovation than funding or regulation?",人才重塑挑戰了慣常的敘事——資本與監理搶盡版面，但人可能才是真正的天花板。談到什麼在拖住新興市場，資本與監理明確性往往主導了對話，然而要在這兩者之上建設所需的人力，同樣難尋。本場討論直接檢驗這個取捨，衡量在哪些地方，真正限制創新速度的是稀缺的技能，而不是資金或法規。它想回答的關鍵問題是：對創新而言，人才缺口是不是比資金或監理更大的限制？,https://www.fintechfestival.sg/agenda?session=AGND370-the-emerging-market-talent-gap-a-bigger-constraint-than-capital-or-regulation
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 1:00 PM - 1:30 PM","Entrepreneurship: The New Founder Economy: The Challenge Is No Longer Simply Raising Capital, It Is Becoming Investment Ready",FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Capital Rewiring,,"Capital rewiring now runs through traction, not ambition, cheap company-building hasn't made fundraising any easier. AI has collapsed the cost of building a company, but capital concentrates ruthlessly around founders who can already show real traction. This panel works through what investment-ready actually looks like now, and how founders are adjusting their raise and team size to match it. The key question it looks to answer: when the strongest fintech founders can reach profitability without ever needing a bank, what leverage do incumbents and investors have left?",資本重塑如今看的是實績，不是企圖心——創業成本降低，並沒有讓募資變得比較容易。AI 讓打造一家公司的成本大幅崩落，但資本卻毫不留情地集中到那些已經能拿出真實實績的創業者身上。本場座談梳理「具備投資條件」如今實際上長什麼樣子，以及創業者如何調整募資規模與團隊大小來配合。它想回答的關鍵問題是：當最強的金融科技創業者不需要銀行就能走到獲利，既有業者與投資人還剩下什麼籌碼？,https://www.fintechfestival.sg/agenda?session=AGND425-entrepreneurship-the-new-founder-economy-the-challenge-is-no-longer-simply-raising-capital-it-is-becoming-investment-ready
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 1:15 PM - 1:45 PM",Payments as Statecraft: Are We Entering an Era of Competing Financial Ecosystems?,Impact Stage,"Hall 3, Singapore Expo",Open,Policy Rewiring,,"Once payment rails split along political lines, interoperability stops being a technical problem and becomes a diplomatic one. Digital currency networks, regional payment systems, and infrastructure investment are increasingly following geopolitical lines, not economic ones. This discussion examines whether that adds up to competing financial ecosystems rather than one interoperable system, and what it means for institutions operating across blocs. The key question it looks to answer: if payments become statecraft, who ends up owning the rails, the state, the platform, or neither?",一旦支付軌道沿政治界線分裂，互通性就不再是技術問題，而變成外交問題。數位貨幣網路、區域支付系統與基礎建設投資，愈來愈依循地緣政治、而非經濟邏輯。本場討論檢視這是否最終導向彼此競爭的金融生態系、而非單一可互通的體系，以及這對跨集團營運的機構意味著什麼。它想回答的關鍵問題是：如果支付變成治國手段，最後是誰擁有這些軌道——國家、平台，還是兩者皆非？,https://www.fintechfestival.sg/agenda?session=AGND398-payments-as-statecraft-are-we-entering-an-era-of-competing-financial-ecosystems
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 1:30 PM - 2:00 PM","Reskilling at Scale: What Training 10,000 Professionals Actually Takes",Catalyst Stage,"Hall 3, Singapore Expo",Open,Talent Rewiring,,"Talent rewiring only counts if it outlasts the launch, a strong pilot cohort means little if the programme can't run without it. Multilateral capacity-building programmes can train a flagship cohort to a high standard, but the real test is what happens once the pilot ends. This discussion gets into what moving to a continuously running programme actually requires, funding, faculty pipelines, and who keeps paying once the launch attention fades. The key question it looks to answer: can capacity-building programmes scale past their flagship cohort, or do they stay boutique?",人才重塑要能算數，就必須撐得比啟動期更久——首屆學員辦得再漂亮，若計畫少了他們就跑不動，也沒有意義。多邊能力建構計畫可以把旗艦梯次訓練到很高水準，但真正的考驗在試辦結束之後。本場討論深入探討，要轉為持續運作的常態計畫實際需要什麼：經費、師資管道，以及當啟動時的關注褪去後，由誰繼續買單。它想回答的關鍵問題是：能力建構計畫能不能擴展到旗艦梯次之外，還是只能維持小而美？,https://www.fintechfestival.sg/agenda?session=AGND371-reskilling-at-scale-what-training-10-000-professionals-actually-takes
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 1:30 PM - 2:00 PM","The Talent Imperative: Capacity Building in Emerging Markets (The Race Is No Longer to Hire Talent, It Is to Develop It)",FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Talent Rewiring,,"Talent rewiring is turning human capital into infrastructure, built locally and deliberately, not sourced on demand. The binding constraint on innovation across emerging markets is no longer capital or technology but skilled talent, and that gap is widening faster than any single institution can close. This discussion looks at how governments, institutions, and educators are building local capacity rather than importing it. The key question it looks to answer: is capacity-building still treated as charity, or is it now core business strategy?",人才重塑正把人力資本變成一種基礎建設——刻意在本地打造，而不是有需要時才對外採購。新興市場創新的真正瓶頸，已不再是資本或技術，而是熟練人才，而這道缺口擴大的速度，快過任何單一機構所能補上。本場討論探討政府、機構與教育者如何在本地培養能量，而不是從外部引進。它想回答的關鍵問題是：能力建構仍被當成慈善，還是已經成為核心經營策略？,https://www.fintechfestival.sg/agenda?session=AGND426-the-talent-imperative-capacity-building-in-emerging-markets-the-race-is-no-longer-to-hire-talent-it-is-to-develop-it
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 1:45 PM - 2:00 PM",The Future of Trust: Deepfakes and Synthetic Identity: Framing the Verification Problem,Impact Stage,"Hall 3, Singapore Expo",Open,Technological Rewiring,,"In a world of synthetic everything, proof becomes the scarce commodity. As AI-generated identities and convincing digital deception become routine, trust is turning into finance's scarcest resource. This primer frames the verification problem at the centre of that shift, what needs to be provable rather than assumed, and who's positioned to build the systems that prove it. The key question it looks to answer: will verification become more valuable than the data it's verifying?",在一個什麼都能合成的世界裡，「證明」成了稀缺商品。隨著 AI 生成的身分與以假亂真的數位偽造成為家常便飯，信任正變成金融業最稀缺的資源。這場導論勾勒這個轉變核心的驗證問題：哪些事情必須能被證明、而不是被預設，以及誰處在有利位置去打造證明它們的系統。它想回答的關鍵問題是：驗證本身會不會變得比它所驗證的資料更有價值？,https://www.fintechfestival.sg/agenda?session=AGND399-the-future-of-trust-deepfakes-and-synthetic-identity-framing-the-verification-problem
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 2:00 PM - 2:15 PM",Agentic Infrastructure: What Happens to Your Job When One Person Runs Fifty Agents?,Catalyst Stage,"Hall 3, Singapore Expo",Open,Talent Rewiring,,"Talent rewiring reaches all the way into the org chart, once agents do the work, structures built around headcount stop making sense. When one employee can direct dozens of autonomous agents, the usual assumptions about span of control break down, and most institutions haven't decided what replaces them. This discussion works through what actually happens to roles, reporting lines, and career paths once agents absorb day-to-day work, rather than just speculating about job losses. The key question it looks to answer: when one person can direct fifty agents, does the org chart flatten, or does headcount just get hidden?",人才重塑一路延伸進組織圖——一旦工作交由代理程式完成，圍繞人力編制而建的結構就失去意義。當一名員工能指揮數十個自主代理程式時，關於管理幅度的既有假設就會瓦解，而多數機構還沒決定要用什麼取代它們。本場討論梳理當代理程式吸收掉日常工作之後，職務、匯報線與職涯路徑實際會發生什麼變化，而不只是空談裁員。它想回答的關鍵問題是：當一個人能指揮五十個代理程式，組織圖是變扁了，還是人力編制只是被藏了起來？,https://www.fintechfestival.sg/agenda?session=AGND372-agentic-infrastructure-what-happens-to-your-job-when-one-person-runs-fifty-agents
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 2:00 PM - 2:30 PM","When Everything Can Be Generated, How Do We Prove What Is Real?",Impact Stage,"Hall 3, Singapore Expo",Open,Technological Rewiring,,"Once trust can no longer be assumed, the burden shifts from catching fakes after the fact to proving authenticity before a transaction happens. This discussion gets into the technologies making identity, transactions, and credentials verifiable by design, provenance tools, cryptographic attestations, credential standards, and where each still falls short against a motivated forger. The key question it looks to answer: when everything can be generated, how do we prove what is real?",一旦信任不能再被預設，責任就從「事後抓假」轉向「在交易發生之前先證明為真」。本場討論深入探討讓身分、交易與憑證從設計上就可驗證的技術——來源追溯工具、密碼學證明、憑證標準——以及每一項在面對有心偽造者時，各自還有哪些不足。它想回答的關鍵問題是：當一切都能被生成，我們要如何證明什麼是真的？,https://www.fintechfestival.sg/agenda?session=AGND400-when-everything-can-be-generated-how-do-we-prove-what-is-real
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 2:00 PM - 2:15 PM",The Geopolitics of Finance & Beyond Banks: The Reinvention of Financial Institutions,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Geopolitical Rewiring,,"Geography is starting to matter as much as technology in deciding who wins. Banks that once monopolised regulation, capital, and trust now compete with fintech platforms and infrastructure providers for the same functions. This primer brings the reinvention of financial institutions together with the geopolitics reshaping where and how they operate. The key question it sets up: are banks becoming infrastructure providers rather than customer-facing institutions, and does geography decide who wins that role?",在決定誰勝出這件事上，地理位置的份量正逐漸與技術並駕齊驅。曾經壟斷監理、資本與信任的銀行，如今得與金融科技平台及基礎建設商競爭同樣的職能。這場導論把金融機構的自我再造，與正在重塑「它們在哪裡、如何營運」的地緣政治放在一起看。它所鋪陳的關鍵問題是：銀行正在變成基礎建設供應商、而不是面向客戶的機構嗎？而地理位置是否決定了誰能拿下這個角色？,https://www.fintechfestival.sg/agenda?session=AGND427-the-geopolitics-of-finance-beyond-banks-the-reinvention-of-financial-institutions
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 2:15 PM - 2:45 PM",Closing the AI Gap: Framing the Leaders-vs-Laggards Divide,Catalyst Stage,"Hall 3, Singapore Expo",Open,Technological Rewiring,,"Technology is rewiring the competitive gap itself, production use compounds ahead faster than ambition ever could. Everywhere agentic AI is adopted, institutions already running it in production keep pulling further ahead, and that gap compounds rather than closes on its own. This discussion sets out how that divide actually shows up, not in ambition or pilot counts, but in governance, infrastructure, and the willingness to retire legacy workflows. The key question it looks to answer: how should an institution actually measure whether it's an AI leader or a laggard?",技術重塑的是競爭差距本身——真正投入量產所累積的複利，遠比企圖心快得多。在所有導入代理式 AI 的地方，已經讓它在量產環境運行的機構持續拉開距離，而這道差距會自我複利、不會自動收斂。本場討論說明這道分野實際上顯現在哪裡：不是在企圖心或試點數量上，而是在治理、基礎建設，以及淘汰既有工作流程的意願。它想回答的關鍵問題是：一家機構究竟該如何衡量自己是 AI 的領先者還是落後者？,https://www.fintechfestival.sg/agenda?session=AGND373-closing-the-ai-gap-framing-the-leaders-vs-laggards-divide
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 2:15 PM - 2:45 PM",The Geopolitics of Finance and Economic Corridors: Countries in Different Geopolitical Blocs Now Receive Nearly Two-Thirds Less Greenfield Foreign Investment Between Them,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Geopolitical Rewiring,,"Financial connectivity is increasingly shaped by geopolitics and industrial policy rather than markets alone, with new corridors, payment systems, and digital currency networks redrawing the map of capital flows. This panel sets out which corridors are forming and why. The key question it looks to answer: how will digital currencies reshape geopolitical influence?",金融的連結性愈來愈由地緣政治與產業政策形塑，而不再只由市場決定——新的走廊、支付系統與數位貨幣網路，正重新繪製資本流動的版圖。本場座談說明哪些走廊正在成形、為什麼成形。它想回答的關鍵問題是：數位貨幣將如何重塑地緣政治影響力？,https://www.fintechfestival.sg/agenda?session=AGND428-the-geopolitics-of-finance-and-economic-corridors-countries-in-different-geopolitical-blocs-now-receive-nearly-two-thirds-less-greenfield-foreign-investment-between-them
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 2:30 PM - 2:45 PM",Beyond Banks: The Reinvention of Financial Institutions,Impact Stage,"Hall 3, Singapore Expo",Open,Policy Rewiring,,"The pieces that once defined a bank, regulation, capital, trust, can now be assembled by anyone. AI-native firms, fintech platforms, stablecoin issuers, and infrastructure providers are competing for functions that used to sit exclusively inside a bank. This primer frames the reinvention question at the centre of the theme, is this banking evolving, or the bank quietly being unbundled into parts anyone can offer. The key question it sets up for what follows: does the institution of the future still resemble a bank, or does it simply rent the parts that used to define one?",過去用來定義一家銀行的元件——監理、資本、信任——如今任何人都能自行組裝。AI 原生公司、金融科技平台、穩定幣發行商與基礎建設商，正競逐那些過去只存在於銀行內部的職能。這場導論勾勒此一主題核心的再造命題：這是銀行業在演進，還是銀行正被悄悄拆解成人人都能提供的零件？它為後續鋪陳的關鍵問題是：未來的機構還像一家銀行嗎？還是它只是租用那些曾經定義銀行的零件？,https://www.fintechfestival.sg/agenda?session=AGND401-beyond-banks-the-reinvention-of-financial-institutions
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 2:45 PM - 3:15 PM","Is the Gap Between AI Leaders and Laggards Already Unbridgeable, or Can Fast Followers Still Close It?",Catalyst Stage,"Hall 3, Singapore Expo",Open,Technological Rewiring,,"Technology rewiring rewards those who moved early, and every quarter that passes raises the price of catching up. A handful of banks have already built the governance, data, and infrastructure to run agentic AI at scale, and that gap gets harder to close over time. This discussion pushes past that framing to ask the sharper question, can a fast follower with the right partnerships still catch up, or have the leaders locked in the advantage for good. The key question it looks to answer: is the gap between AI leaders and laggards already unbridgeable, or can fast followers still close it?",技術重塑獎勵的是提早行動的人，而每過一季，追趕的代價就更高。少數幾家銀行已經建好治理、資料與基礎建設，得以大規模運行代理式 AI，而這道差距隨時間愈來愈難跨越。本場討論跳過既有的框架，直指更尖銳的問題：具備正確夥伴關係的快速跟隨者還追得上嗎？還是領先者已經永久鎖住優勢？它想回答的關鍵問題是：AI 領先者與落後者之間的差距已經無法跨越了嗎？還是快速跟隨者仍有機會補上？,https://www.fintechfestival.sg/agenda?session=AGND374-is-the-gap-between-ai-leaders-and-laggards-already-unbridgeable-or-can-fast-followers-still-close-it
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 2:45 PM - 3:15 PM","If Finance Becomes Embedded Everywhere, Does the Concept of a ""Bank"" Still Matter?",,,,Technological Rewiring,,,,https://www.fintechfestival.sg/agenda?session=AGND429-if-finance-becomes-embedded-everywhere-does-the-concept-of-a-%22bank%22-still-matter
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 2:45 PM - 3:15 PM",Will Tomorrow's Financial Institutions Be Regulated Technology Companies?,Impact Stage,"Hall 3, Singapore Expo",Open,Policy Rewiring,,"Regulation, capital, and trust remain the functions only a licensed institution can reliably deliver, but who holds that licence is changing as technology companies absorb more of what a bank used to do. This panel debates whether the endpoint is a sector run by regulated technology firms, or one where banks become the compliance and balance-sheet layer underneath someone else's product. The key question it looks to answer: will tomorrow's financial institutions be regulated technology companies?",監理、資本與信任，仍是只有持照機構才能穩定提供的職能——但隨著科技公司接手愈來愈多過去屬於銀行的業務，「誰持有這張執照」正在改變。本場座談辯論最終的終局，是一個由受監理的科技公司主導的產業，還是一個銀行淪為別人產品底下的法遵與資產負債表層的世界。它想回答的關鍵問題是：未來的金融機構會是受監理的科技公司嗎？,https://www.fintechfestival.sg/agenda?session=AGND402-will-tomorrows-financial-institutions-be-regulated-technology-companies
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 3:15 PM - 3:30 PM",Skills Gaps and the Shape of Tomorrow's Bank,Catalyst Stage,"Hall 3, Singapore Expo",Open,Talent Rewiring,,"Talent rewiring is redrawing the map itself, institutions now follow people first, capital and headquarters second. Financial institutions increasingly decide where to build based on where the talent already is, not just where capital or headquarters sit. This discussion looks at how that dynamic is redrawing where banks locate technology and operations, and what it means for markets competing to become talent hubs rather than just financial centres. The key question it looks to answer: is tomorrow's bank shaped more by where the talent is than by where the capital is?",人才重塑正在重畫版圖本身——機構如今先跟著人走，資本與總部反而其次。金融機構愈來愈依據「人才已經在哪裡」來決定在哪裡設點，而不只看資本或總部落在何處。本場討論探討這股動力如何重新劃定銀行的技術與營運據點，以及這對那些競相成為人才樞紐、而不只是金融中心的市場意味著什麼。它想回答的關鍵問題是：未來的銀行，是由人才在哪裡、而非資本在哪裡形塑的嗎？,https://www.fintechfestival.sg/agenda?session=AGND375-skills-gaps-and-the-shape-of-tomorrows-bank
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 3:15 PM - 3:30 PM",Post-Quantum Migration: Migration Standards and the Reskilling Question; Two Policy Asks,,,,Policy Rewiring,,,,https://www.fintechfestival.sg/agenda?session=AGND403-post-quantum-migration-migration-standards-and-the-reskilling-question%3B-two-policy-asks
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 3:15 PM - 3:30 PM",Islamic Finance's Digital Inflection Point: Setting the Scene,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Technological Rewiring,,"Islamic finance stands at an inflection point, technology could rethink transparency, compliance, and cross-border participation, not just digitise what exists, while staying anchored in Shariah principles. This primer sets the scene for the sector's digital shift, ahead of the deeper look at the opportunity that follows. The key question it sets up: is Islamic finance positioned to lead ethical innovation, or just to catch up digitally?",伊斯蘭金融正站在轉折點上——技術可以重新思考透明度、法遵與跨境參與，而不只是把既有的東西數位化，同時仍牢牢立基於伊斯蘭教法（Shariah）原則。這場導論為這個產業的數位轉變鋪陳背景，為後續更深入探討機會的場次暖身。它所鋪陳的關鍵問題是：伊斯蘭金融是準備好引領倫理創新，還是只是在數位化上追趕？,https://www.fintechfestival.sg/agenda?session=AGND430-islamic-finances-digital-inflection-point-setting-the-scene
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 3:30 PM - 4:00 PM",Can AI Close the Skills Gap It's Widening?,Catalyst Stage,"Hall 3, Singapore Expo",Open,Talent Rewiring,,"Talent rewiring here cuts both ways, the same technology causing the shortage is being asked to fix it. AI is simultaneously the technology creating the widest skills shortages in finance and one of the few tools able to close them quickly, which puts institutions in an uncomfortable bind. This discussion tests whether AI-assisted reskilling can actually keep pace with the disruption AI itself is causing, or whether it just shifts the shortage elsewhere. The key question it looks to answer: can AI itself help close the skills gap that it is widening?",此處的人才重塑是雙面刃——造成短缺的正是同一項技術，如今卻被要求來解決它。AI 既是造成金融業最大技能缺口的技術，也是少數能快速補上這些缺口的工具之一，讓機構陷入尷尬的兩難。本場討論檢驗 AI 輔助的再培訓，究竟跟不跟得上 AI 自己造成的衝擊，還是只是把短缺轉移到別處。它想回答的關鍵問題是：AI 本身能幫忙補上它正在擴大的技能缺口嗎？,https://www.fintechfestival.sg/agenda?session=AGND376-can-ai-close-the-skills-gap-its-widening
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 3:30 PM - 4:00 PM",Migrating Global Financial Infrastructure to New Cryptographic Standards: Are We Moving from One Fragmented System to Another?,Impact Stage,"Hall 3, Singapore Expo",Open,Policy Rewiring,,"Migrating to new cryptographic standards isn't a single upgrade, it's thousands of institutions moving at different speeds, with different implementations, on different timelines. This panel examines whether that unevenness risks trading one fragmented global system for another, and what coordination, shared standards, and interoperability would take to avoid it. The key question it looks to answer: does migrating to new cryptographic standards risk trading one fragmented global system for another?",遷移到新的密碼標準不是一次性的升級，而是數千家機構以不同速度、不同實作方式、不同時程各自推進。本場座談檢視這種不一致是否有「以一個分裂的全球體系換掉另一個」的風險，以及要避免這件事，需要什麼樣的協調、共通標準與互通性。它想回答的關鍵問題是：遷移到新的密碼標準，會不會只是把一個分裂的全球體系換成另一個？,https://www.fintechfestival.sg/agenda?session=AGND404-migrating-global-financial-infrastructure-to-new-cryptographic-standards-are-we-moving-from-one-fragmented-system-to-another
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 3:30 PM - 4:00 PM",The Multi-Trillion Dollar Opportunity: Islamic Finance's Digital Inflection Point,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Technological Rewiring,,"Islamic fintech is the fastest-growing segment of a trillion-dollar market, and tokenisation could open entirely new capital markets, not just digitise existing ones. This panel explores that opportunity, from tokenised sukuk to cross-border participation, and where the ethical model has an edge conventional finance can't copy. The key question it looks to answer: could tokenisation unlock entirely new Islamic capital markets, not just digitise the existing ones?",伊斯蘭金融科技是這個兆元市場中成長最快的一塊，而代幣化可能開啟全新的資本市場，而不只是把既有的數位化。本場座談探討這個機會，從代幣化的伊斯蘭債券（sukuk）到跨境參與，以及這套倫理模式在哪些地方具備傳統金融複製不來的優勢。它想回答的關鍵問題是：代幣化能不能開啟全新的伊斯蘭資本市場，而不只是把既有市場數位化？,https://www.fintechfestival.sg/agenda?session=AGND431-the-multi-trillion-dollar-opportunity-islamic-finances-digital-inflection-point
2026-11-20,"Fri, 20 Nov","Fri, 20 Nov | 4:00 PM - 4:30 PM",Convergence: The Interplay of Emerging Technologies,FutureMatters Stage,"Hall 5, Singapore Expo",Premium,Technological Rewiring,,"The next wave of disruption won't come from AI, tokenisation, quantum, or decentralised infrastructure alone, but from how they combine. This panel looks at which combinations are creating genuinely new markets, not incremental improvements. The key question it looks to answer: which combinations will create entirely new financial markets?",下一波顛覆不會單獨來自 AI、代幣化、量子或去中心化基礎建設，而是來自它們如何彼此結合。本場座談探討哪些組合正在創造真正的新市場，而不只是漸進式改良。它想回答的關鍵問題是：哪些組合會創造出全新的金融市場？,https://www.fintechfestival.sg/agenda?session=AGND432-convergence-the-interplay-of-emerging-technologies
