day,datetime,title,stage,location,event_type,track,speakers,description,description_zh,url
"Mon, 10 Nov","Mon, 10 Nov | 11:00 AM - 12:30 PM",[Invite-Only] Financial asset tokenisation – Progress on the development and policy considerations,Insights Forum,"Roundtable Room 1, Sands Expo & Convention Centre, Level 4",Invite-Only,Blueprint for Digital Assets,Allison Parent; Alison Wolpert; Laurens Schepens; Lena Ng; Lim Tuang Lee; Merion Anggerek; Sharon Yuen,"The session is intended to provide regulators with an understanding of recent market developments, as well as policy considerations on financial asset tokenisation from a practitioner’s viewpoint.

It is a joint collaboration between private and public sectors to discuss on potential pathways for responsible innovation and enhance capacity building and information sharing on the adoption of and developments in the asset tokenisation in the capital markets space.","本場次旨在協助監管機構深入了解近期市場發展動態，以及從業者視角對金融資產代幣化的政策考量。

這是一場公私部門的聯合協作，旨在探討負責任創新的可行路徑，並強化資本市場領域資產代幣化採用與發展方面的能力建設與資訊交流。",https://www.fintechfestival.sg/agenda/agn55-invite-only-financial-asset-tokenisation-progress-on-the-development-and-policy-considerations
"Mon, 10 Nov","Mon, 10 Nov | 11:15 AM - 12:45 PM",Balancing integrity and inclusion in AML/CFT: From standards to practice,Insights Forum,"Roundtable Room 2, Sands Expo & Convention Centre, Level 4",Invite-Only,Securing the Future,Amira Ahmad; Angela Ang; Avalon Ingram; Azleena Idris; Nopnuanparn Pavasant; Lisette Cipriano; Andreas Chai; Louis de Koker; Eun Mi Kristina Rhee; Winston Tay; Haocong Ren,"With the start of a new round of FATF mutual evaluations earlier this year, and the revised standard on risk-based approach encouraging simplified due diligence for lower risk activities adopted only a few months ago, this is the time to discuss how those standards should be implemented in practice and how to further financial integrity objectives without undermining financial inclusion.

This roundtable will bring together regulators, providers of financial services and development partners to explore how integrity and inclusion can reinforce each other rather than pull in opposite directions, and how compliance assessment process can be revised to support an approach that ensures that low-income and cross-border users will continue to have untrammeled access to financial service. The session will be interactive with short inputs from speakers, guided discussions, and Q&A, and will focus on practical approaches and opportunities for collaboration.","隨著新一輪 FATF 相互評估於今年初啟動，以及數月前通過的鼓勵對低風險活動採用簡化盡職調查的風險為本方法修訂標準，現正是探討這些標準應如何付諸實踐，以及如何在不損害金融普惠的前提下進一步推進金融誠信目標的最佳時機。

本圓桌會議將匯聚監管機構、金融服務提供商及發展合作夥伴，共同探討誠信與普惠如何相互促進而非相互對立，並研究如何改革合規評估流程，以支持一種確保低收入用戶及跨境用戶持續暢通無阻獲得金融服務的方式。本場次將採互動形式進行，包括講者簡短分享、引導式討論及問答環節，聚焦於務實做法與合作機遇。",https://www.fintechfestival.sg/agenda/agn70-balancing-integrity-and-inclusion-in-aml-cft-from-standards-to-practice
"Mon, 10 Nov","Mon, 10 Nov | 11:30 AM - 1:00 PM",Guardian: Next generation capital markets,Insights Forum,"Roundtable Room 3, Sands Expo & Convention Centre, Level 4",Invite-Only,Blueprint for Digital Assets,Camille Blackburn; Chan Boon-Hiong; Carmen Wee; Chetan Karkhanis; Rhys Bollen; Emma Lovett; Georgina Jarratt; John Allan; Kah Kit Yip; Marita McGinley; Ryosuke Ushida; Stephanie Law; Ken Chua,"Guardian is driving capital market innovation through various digital asset initiatives, demonstrating measurable benefits in operational efficiency and market access. This roundtable explores how digital assets are scaling liquidity, enhancing collateral management, and increasing asset utility. Through live implementation cases, from tokenised funds to cross-border solutions, this roundtable will highlight how digital asset innovation is transforming traditional market infrastructure and accelerating institutional adoption.",Guardian 正透過多項數位資產計畫推動資本市場創新，在營運效率和市場進入方面展現出顯著成效。本圓桌會議探討數位資產如何擴大流動性、優化抵押品管理並提升資產效用。透過從代幣化基金到跨境解決方案等實際落地案例，本圓桌會議將重點呈現數位資產創新如何改造傳統市場基礎設施，並加速機構採用的步伐。,https://www.fintechfestival.sg/agenda/agn80-guardian-next-generation-capital-markets
"Mon, 10 Nov","Mon, 10 Nov | 11:45 AM - 1:15 PM",Interconnected digital finance: Bridging cross-regulatory challenges in DPI and data sharing,Insights Forum,"Roundtable Room 4, Sands Expo & Convention Centre, Level 4",Invite-Only,Bridging the Financial Gap,Isabelle Lessedjina; Jennifer Fowler; Jonathan Chan; Julie Guetta; Kate Jones; Nolwazi Hlophe; Carsten Maple; Sai Krishna Kumaraswamy; Subhashini Chandran; Siddharth Shetty; Yusuf Rakiya Opemi; Jayshree Venkatesan; Pavle Avramovic,"As digital public infrastructure and data-sharing frameworks scale globally, traditional regulatory models are struggling to keep up. This roundtable, led by the Cambridge Centre for Alternative Finance, examines how regulators can adapt to govern interconnected systems spanning finance, data, cybersecurity and competition, without stifling innovation.",隨著數位公共基礎設施與數據共享框架在全球持續擴展，傳統監管模式正面臨跟上腳步的挑戰。這場由劍橋替代金融中心主持的圓桌會議，探討監管機構如何在不扼殺創新的前提下，因應橫跨金融、數據、網路安全與競爭等多個領域的互聯系統治理挑戰。,https://www.fintechfestival.sg/agenda/agn51-interconnected-digital-finance-bridging-cross-regulatory-challenges-in-dpi-and-data-sharing
"Mon, 10 Nov","Mon, 10 Nov | 12:00 PM - 1:00 PM","Advancing Financial Infrastructure with CBDCs: A Path to Resilience, Interoperability and Collaboration - Powered by Giesecke + Devrient",Insights Forum,"Workshop Room 1, Sands Expo & Convention Centre, Level 4",Open,Others,Amit Tendulkar; Audrey Metzger; Alexandra Hachmeister; Wolfram Seidemann; Vincent Pek; Katie-Ann Wilson,"The curation of content and speakers was wholly managed by Giesecke + Devrient and does not reflect the views of the organisers or its staff.

Join us as we explore the transformative potential of Central Bank Digital Currencies (CBDCs) in shaping a more resilient and collaborative global financial system. This session will delve into the vision of a unified CBDC framework that seamlessly integrates both retail and wholesale CBDCs, ensuring full interoperability with existing infrastructures. We will also examine innovative conceptual solutions for a cohesive digital currency ecosystem. Additionally, the workshop will focus on the pivotal role of wholesale CBDCs in the emerging world of tokenized finance, exploring how to build a robust and sustainable digital asset ecosystem.","本場次的內容策劃與講者遴選由 Giesecke + Devrient 全權負責，不代表主辦方或其工作人員的立場。

誠邀您加入我們，共同探索央行數位貨幣（CBDC）在塑造更具韌性與協作性的全球金融體系方面的變革潛力。本場次將深入探討統一 CBDC 框架的願景——無縫整合零售與批發 CBDC，並確保與現有基礎設施的完全互通。我們也將審視構建完整數位貨幣生態系統的創新概念解決方案。此外，本工作坊將聚焦批發 CBDC 在代幣化金融新興世界中的關鍵角色，探討如何建構穩健且可持續的數位資產生態系統。",https://www.fintechfestival.sg/agenda/agn105-advancing-financial-infrastructure-with-cbdcs-a-path-to-resilience-interoperability-and-collaboration-powered-by-giesecke-devrient
"Mon, 10 Nov","Mon, 10 Nov | 1:00 PM - 2:30 PM",From skills gap to skills edge: Future proofing finance,Insights Forum,"Roundtable Room 1, Sands Expo & Convention Centre, Level 4",Invite-Only,Talent of Tomorrow,Alessandro Di Lullo; Hayley Yap; Ishita Goel; Leiming Chen; Chia Tek Yew; Thomas Puschmann; Shayan Hazir; Akanksha Rath,"As rapid technological shifts redefine industries and the nature of work, 6 in 10 workers globally will need to be reskilled or upskilled by 2030. This roundtable brings together industry, academia, and government leaders to identify the critical skills needed across sectors and how to deliver them at speed and scale.",隨著技術快速變革重新定義各行各業及工作本質，全球預計有六成勞工需要在2030年前完成技能再造或技能提升。本圓桌會議匯聚產業界、學術界及政府領袖，共同探討跨行業所需的關鍵技能，以及如何快速且大規模地提供這些培訓。,https://www.fintechfestival.sg/agenda/agn52-from-skills-gap-to-skills-edge-future-proofing-finance
"Mon, 10 Nov","Mon, 10 Nov | 1:15 PM - 2:45 PM","Payments, politics and power: Cross-border systems in a fragmented world",Insights Forum,"Roundtable Room 2, Sands Expo & Convention Centre, Level 4",Invite-Only,Next-Gen Transactions,Angelina Kwan; Debra Brookes; Lisa Ross; Ghassan Abu Shihab; Kennie Ong; Neeraj Makin; Nischita Hejmady; Ramakrishnan TG; Rich Clow; Soulysak Thamnuvong; Tom Mutton; Yasuto Watanabe; Curtis S. Chin,"Cross-border payment systems are increasingly at the mercy of geopolitics and bilateral relations. Countries supporting a BRICS currency have been threatened with tariffs. Concurrently, the US pullback from global trade and the weakening of the dollar will increasingly sharpen debates on the efficiency of dollarization, the risks it poses to sovereignty, and whose interests the global financial system looks to serve. Facing such crossroads, policymakers, technologists, and finance leaders alike must maintain continuing and candid discussion with diverse stakeholders to stay ahead of the shifting landscape in cross-border payments, and share ideas and best practices in adapting to payments politics.

Part 1: How geopolitical risk, tariffs, and sanctions regimes are reshaping cross-border payments, and Asia’s payment corridors.

Part 2: How governments, markets, and technologists might monitor and adapt to rising geopolitical uncertainty.

This roundtable builds on GFTN's ongoing knowledge and insights. Prepare for the dialogue with these recommended pre-reads:","跨境支付系統日益受到地緣政治與雙邊關係的左右。支持 BRICS 貨幣的國家曾受到關稅威脅。與此同時，美國從全球貿易中的撤退及美元的弱化，將進一步激化各界對美元化效率的辯論，以及其對主權構成的風險，以及全球金融體系究竟服務於誰的利益。面對如此十字路口，政策制定者、技術人員及金融業領袖都必須與多元利害關係人持續坦誠地交流，以掌握跨境支付格局的動態變化，並分享因應支付政治的經驗與最佳實踐。

第一部分：地緣政治風險、關稅與制裁制度如何重塑跨境支付及亞洲支付走廊。

第二部分：政府、市場與技術人員如何監測並適應不斷升高的地緣政治不確定性。

本圓桌會議以 GFTN 持續積累的知識與洞見為基礎。建議在參與對話前閱讀以下推薦前置資料：",https://www.fintechfestival.sg/agenda/agn171-payments-politics-and-power-cross-border-systems-in-a-fragmented-world
"Mon, 10 Nov","Mon, 10 Nov | 1:30 PM - 3:00 PM",GL1 dialogue,Insights Forum,"Roundtable Room 3, Sands Expo & Convention Centre, Level 4",Invite-Only,Blueprint for Digital Assets,Audrey Metzger; Emma Butterworth; Fernando Vázquez; Holger Neuhaus; Jean-Marc Stenger; Lena Ng; Naveen Mallela; Peiying Chua; Philippe Laurensy; Rajeev Tummala; Sonja Davidovic; Teppei Terada; Alan Lim,"Without the development of a common foundational infrastructure, digital asset liquidity will be fragmented amongst different proprietary networks, and digital asset adoption will not scale to the size of traditional finance. There are many differing views on the ways to bridge this gap. Some believe in establishing in one unified ledger, while others look to the global interoperability between different networks. This roundtable will explore the different views on digital asset infrastructure and what makes a successful global digital asset infrastructure.",若缺乏共同的基礎設施，數位資產的流動性將分散在各個封閉的專屬網路之中，數位資產的採用規模也將難以企及傳統金融的體量。關於如何彌合這一差距，各方觀點不一：有人主張建立單一統一帳本，另有人則寄望於不同網路間的全球互通。本圓桌會議將廣泛探討數位資產基礎設施的各種觀點，以及成功的全球數位資產基礎設施的關鍵要素。,https://www.fintechfestival.sg/agenda/agn71-gl1-dialogue
"Mon, 10 Nov","Mon, 10 Nov | 1:30 PM - 2:30 PM",Beyond the AI Hype Cycle: From Experiments to Enterprise Impact - Powered by Zühlke,Insights Forum,"Workshop Room 3, Sands Expo & Convention Centre, Level 4",Open,Others,Andrea Perl; Ashraf Safdar; Lily Rachmawati; Ravi Patel; Thorsten Neumann,"The curation of content and speakers was wholly managed by Zühlke and does not reflect the views of the organisers or its staff.

From rule-based expert systems in the 1980s to machine learning in the 2010s and today’s Generative AI surge, financial institutions have seen AI come in waves, each one launched with bold promises, and each one slowed by the same hard truths about integration, governance, and business value.

This session brings together financial services and technology leaders to cut through the hype and reflect on what we’ve learned, and what we keep repeating. Why do so many pilots stall at the lab stage? What really separates one-off experiments from enterprise-scale impact?

While many organisations are still navigating the AI learning curve, patterns of success are starting to emerge. From end-to-end workflow redesigns to repeatable, low-risk wins in the back and mid-office, a new playbook is taking shape.

Whether you're exploring your first GenAI use case or scaling a broader AI roadmap, this workshop offers a practical, grounded discussion on what it really takes to turn potential into performance.",,https://www.fintechfestival.sg/agenda/agn139-beyond-the-ai-hype-cycle-from-experiments-to-enterprise-impact-powered-by-z%C3%BChlke
"Mon, 10 Nov","Mon, 10 Nov | 1:30 PM - 3:30 PM","Consumer protection in DPI: Navigating tensions between innovation, competition and long-term sustainability",Insights Forum,Design Thinking Room,Invite-Only,Bridging the Financial Gap,Haocong Ren; Pavle Avramovic; R. Jesse McWaters; Julie Guetta; Raadhika Sihin; Subhashini Chandran; Yogesh Hirdaramani; Jayshree Venkatesan; Karthik Venkataraman,"Digital Public Infrastructure (DPI), comprising digital identity, payments, and data-sharing systems, was conceptualized as the foundational “digital rails” to drive financial inclusion, foster competition and innovation, and create trusted environments for the growth of digital financial services, ultimately contributing to economic development. The pace of adoption of services delivered on these rails often outstrips evidence on long-term impacts (competition, consumer trust, sustainability), which can create long term challenges.

While significant progress has been made in expanding inclusion, balancing the inclusion goal with other objectives of innovation, competition, and long-term sustainability continues to be challenging. Prioritizing one objective over the others as a strategic policy decision can shape market incentives in different ways, influencing how DPI-enabled services evolve. This session will explore these inherent tensions, with a focus on ensuring that consumers remain protected and continue to benefit from affordable access, safe transaction environments, and a fair choice of service providers, ensuring trust in the system is not eroded.

This interactive workshop builds on work done by the global DPI Insights Community, which is convened by the Center for Financial Inclusion and presents evidence of policy choices and the implications, from a number of countries that have adopted DPI. Several countries that are beginning to launch their instant, interoperable payment systems are grappling with the challenge of understanding fee structures that can encourage inclusion, competition and innovation and be financially sustainable in the long run. There is a growing concern that not addressing the long term sustainability question can especially be challenging to jurisdictions that are expected to provide concessions without the commensurate ability to bear the costs over the long run. This, in turn, can affect consumer experience, security and protection. There is a crucial role for all stakeholders to consider various options, work with policymakers to make informed choices, and identify pathways to navigate these tensions.",,https://www.fintechfestival.sg/agenda/agn92-consumer-protection-in-dpi-navigating-tensions-between-innovation-competition-and-long-term-sustainability
"Mon, 10 Nov","Mon, 10 Nov | 1:30 PM - 2:30 PM",Your Legacy Core Is The AI Bottleneck - Powered by Thought Machine,Insights Forum,"Workshop Room 1, Sands Expo & Convention Centre, Level 4",Open,Others,Manu Iyer; Nalin Sinha; Paul Taylor,"The curation of content and speakers was wholly managed by Thought Machine and does not reflect the views of the organisers or its staff.

This session offers a strategic blueprint for senior banking executives looking to move beyond the AI hype and address the fundamental roadblocks to innovation.

You will hear how a cloud-native core architecture is the essential prerequisite for achieving the personalised, real-time banking experiences promised by AI.

Learn practical strategies for de-risking core modernisation through iterative steps, enabling your bank to unlock its data, accelerate product velocity, and ensure long-term competitiveness.

Join us to move past the bottlenecks and discover the strategic foundation for an agile, autonomous banking future.","本場次的內容策劃與講者遴選由 Thought Machine 全權負責，不代表主辦方或其工作人員的立場。

本場次為尋求超越 AI 炒作、直面創新根本障礙的銀行資深高管，提供一份具體可行的策略藍圖。

您將聆聽到：雲端原生核心架構，為何是實現 AI 所承諾的個人化、即時銀行體驗的先決條件。

掌握透過迭代步驟降低核心系統現代化風險的實用策略，協助您的銀行解鎖數據資產、加速產品推出，並確保長期競爭力。

立即加入，突破瓶頸，探索邁向敏捷、自主銀行未來的策略根基。",https://www.fintechfestival.sg/agenda/agn106-your-legacy-core-is-the-ai-bottleneck-powered-by-thought-machine
"Mon, 10 Nov","Mon, 10 Nov | 1:45 PM - 3:15 PM",Leveraging data innovation to support access to finance,Insights Forum,"Roundtable Room 4, Sands Expo & Convention Centre, Level 4",Invite-Only,Bridging the Financial Gap,Amira Karim; Ankit Khandelwal; Dawn Lai; Elizabeth Byun; Mesina-Romero Bridget Rose; Pradeep Malik; Qamar Saleem; Simone Colombara; Tamish Dhamani; Neil Munroe,"Led by BIIA, with insights from the International Committee on Credit Reporting (ICCR), this roundtable will showcase the critical role of data in supporting access to finance, with a particular emphasis on the role of credit reporting systems as foundational infrastructure for well-functioning financial markets.

The discussion will draw on the ICCR’s recent publication, The Use of Alternative Data in Credit Risk Assessment: Opportunities, Risks and Challenges (2025), which examines how alternative data sources are increasingly being integrated into credit risk models. The report highlights the opportunities these data sources create for expanding financial inclusion, the risks that must be managed, and the policy actions needed to unlock their potential.

The session will follow the flow of the report, with discussants:

• Exploring examples of alternative data being applied in practice, and the ways in which credit bureaus and business information providers are enabling their use.

• Showcasing integration models that combine traditional and alternative data to strengthen credit assessment and improve SME and consumer access to finance.

• Highlighting collaboration between incumbent credit reporting systems, innovative fintech players, and regulators in building effective data ecosystems.

• Discussing policy developments and recommendations for regulators to balance innovation with consumer protection, transparency, and systemic trust.

By weaving together insights from credit bureaus, fintech innovators, and policymakers, the roundtable will demonstrate how data innovation can be harnessed responsibly to close persistent gaps in access to finance, particularly for SMEs and underserved communities.","本圓桌會議由 BIIA 主持，並融入國際信用報告委員會（ICCR）的洞見，旨在呈現數據在支持金融服務普及方面的關鍵作用，尤其著重於信用報告系統作為健全金融市場基礎設施的核心地位。

討論將參考 ICCR 近期發布的報告《替代數據在信用風險評估中的應用：機遇、風險與挑戰》（2025年），該報告審視了替代數據來源如何日益融入信用風險模型。報告指出這些數據來源在擴大金融普惠方面的機遇、必須妥善管理的風險，以及釋放其潛力所需的政策行動。

本場次將依循報告脈絡展開，與談人將：

• 探討替代數據在實務中的應用案例，以及信用評估機構和商業資訊提供商如何推動其應用。

• 展示結合傳統數據與替代數據的整合模型，以強化信用評估並改善 SME 及消費者的融資取得。

• 彰顯現有信用報告系統、創新金融科技業者與監管機構在建立有效數據生態系統方面的協作。

• 探討監管政策發展及建議，協助監管機構在創新、消費者保護、透明度與系統性信任之間取得平衡。

透過整合信用評估機構、金融科技創新者及政策制定者的洞見，本圓桌會議將展示如何負責任地運用數據創新，縮小金融服務普及的長期缺口，尤其惠及 SME 及未被充分服務的群體。",https://www.fintechfestival.sg/agenda/agn79-leveraging-data-innovation-to-support-access-to-finance
